"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"ORD","Chicago, IL","RIC","Richmond, VA",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","FSD","Sioux Falls, SD",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","DSM","Des Moines, IA",
"ORD","Chicago, IL","GRR","Grand Rapids, MI",
"ORD","Chicago, IL","SAV","Savannah, GA",
"ORD","Chicago, IL","LIT","Little Rock, AR",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","ALB","Albany, NY",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","BUF","Buffalo, NY",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","BOI","Boise, ID",
"ORD","Chicago, IL","CMH","Columbus, OH",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","ELP","El Paso, TX",
"ORD","Chicago, IL","MDT","Harrisburg, PA",
"ORD","Chicago, IL","GSP","Greer, SC",
"ORD","Chicago, IL","SYR","Syracuse, NY",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","CID","Cedar Rapids/Iowa City, IA",
"ORD","Chicago, IL","SGF","Springfield, MO",
"ORD","Chicago, IL","GRB","Green Bay, WI",
"ORD","Chicago, IL","FAR","Fargo, ND",
"ORD","Chicago, IL","MKE","Milwaukee, WI",
"ORD","Chicago, IL","ABQ","Albuquerque, NM",
"ORD","Chicago, IL","RDU","Raleigh/Durham, NC",
"ORD","Chicago, IL","PVD","Providence, RI",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","TUL","Tulsa, OK",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","MCI","Kansas City, MO",
"ORD","Chicago, IL","ICT","Wichita, KS",
"ORD","Chicago, IL","XNA","Fayetteville, AR",
"ORD","Chicago, IL","HHH","Hilton Head, SC",
"ORD","Chicago, IL","CHS","Charleston, SC",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","DSM","Des Moines, IA",
"ORD","Chicago, IL","GRR","Grand Rapids, MI",
"ORD","Chicago, IL","PWM","Portland, ME",
"ORD","Chicago, IL","SAV","Savannah, GA",
"ORD","Chicago, IL","COS","Colorado Springs, CO",
"ORD","Chicago, IL","LIT","Little Rock, AR",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","IAD","Washington, DC",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","JFK","New York, NY",
"ORD","Chicago, IL","HNL","Honolulu, HI",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","RFD","Rockford, IL",
"ORD","Chicago, IL","JFK","New York, NY",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","CLE","Cleveland, OH",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","TPA","Tampa, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","SAN","San Diego, CA",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","SEA","Seattle, WA",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","ORF","Norfolk, VA",
"ORD","Chicago, IL","RDU","Raleigh/Durham, NC",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","IAD","Washington, DC",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","SJU","San Juan, PR",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","AUS","Austin, TX",
"ORD","Chicago, IL","MCI","Kansas City, MO",
"ORD","Chicago, IL","RSW","Fort Myers, FL",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","HNL","Honolulu, HI",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","ILN","Wilmington, OH",
"ORD","Chicago, IL","SMF","Sacramento, CA",
"ORD","Chicago, IL","ILN","Wilmington, OH",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","ONT","Ontario, CA",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","MBL","Manistee/Ludington, MI",
"ORD","Chicago, IL","UIN","Quincy, IL",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","DOV","Dover, DE",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","RSW","Fort Myers, FL",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","IAD","Washington, DC",
"ORD","Chicago, IL","BNA","Nashville, TN",
"ORD","Chicago, IL","CLE","Cleveland, OH",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","BUF","Buffalo, NY",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","CHA","Chattanooga, TN",
"ORD","Chicago, IL","LNK","Lincoln, NE",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","CMH","Columbus, OH",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","RAP","Rapid City, SD",
"ORD","Chicago, IL","ELP","El Paso, TX",
"ORD","Chicago, IL","OMA","Omaha, NE",
"ORD","Chicago, IL","EYW","Key West, FL",
"ORD","Chicago, IL","SLC","Salt Lake City, UT",
"ORD","Chicago, IL","JAX","Jacksonville, FL",
"ORD","Chicago, IL","GSP","Greer, SC",
"ORD","Chicago, IL","SYR","Syracuse, NY",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","CID","Cedar Rapids/Iowa City, IA",
"ORD","Chicago, IL","ABQ","Albuquerque, NM",
"ORD","Chicago, IL","MSN","Madison, WI",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","MYR","Myrtle Beach, SC",
"ORD","Chicago, IL","ORF","Norfolk, VA",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","IND","Indianapolis, IN",
"ORD","Chicago, IL","BHM","Birmingham, AL",
"ORD","Chicago, IL","RDU","Raleigh/Durham, NC",
"ORD","Chicago, IL","PVD","Providence, RI",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","PIT","Pittsburgh, PA",
"ORD","Chicago, IL","IAD","Washington, DC",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","BDL","Hartford, CT",
"ORD","Chicago, IL","LGA","New York, NY",
"ORD","Chicago, IL","TUL","Tulsa, OK",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","AUS","Austin, TX",
"ORD","Chicago, IL","SRQ","Sarasota/Bradenton, FL",
"ORD","Chicago, IL","MCI","Kansas City, MO",
"ORD","Chicago, IL","SDF","Louisville, KY",
"ORD","Chicago, IL","DCA","Washington, DC",
"ORD","Chicago, IL","HHH","Hilton Head, SC",
"ORD","Chicago, IL","BGR","Bangor, ME",
"ORD","Chicago, IL","CHS","Charleston, SC",
"ORD","Chicago, IL","RIC","Richmond, VA",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","DSM","Des Moines, IA",
"ORD","Chicago, IL","GRR","Grand Rapids, MI",
"ORD","Chicago, IL","PWM","Portland, ME",
"ORD","Chicago, IL","SAV","Savannah, GA",
"ORD","Chicago, IL","COS","Colorado Springs, CO",
"ORD","Chicago, IL","LIT","Little Rock, AR",
"ORD","Chicago, IL","CLE","Cleveland, OH",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","BUF","Buffalo, NY",
"ORD","Chicago, IL","SAT","San Antonio, TX",
"ORD","Chicago, IL","LNK","Lincoln, NE",
"ORD","Chicago, IL","CMH","Columbus, OH",
"ORD","Chicago, IL","RAP","Rapid City, SD",
"ORD","Chicago, IL","ELP","El Paso, TX",
"ORD","Chicago, IL","GSO","Greensboro/High Point, NC",
"ORD","Chicago, IL","OMA","Omaha, NE",
"ORD","Chicago, IL","EYW","Key West, FL",
"ORD","Chicago, IL","JAX","Jacksonville, FL",
"ORD","Chicago, IL","BWI","Baltimore, MD",
"ORD","Chicago, IL","GSP","Greer, SC",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","FAR","Fargo, ND",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","ORF","Norfolk, VA",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","IND","Indianapolis, IN",
"ORD","Chicago, IL","BHM","Birmingham, AL",
"ORD","Chicago, IL","RDU","Raleigh/Durham, NC",
"ORD","Chicago, IL","PVD","Providence, RI",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","PIT","Pittsburgh, PA",
"ORD","Chicago, IL","IAD","Washington, DC",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","BDL","Hartford, CT",
"ORD","Chicago, IL","BNA","Nashville, TN",
"ORD","Chicago, IL","TUL","Tulsa, OK",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","AUS","Austin, TX",
"ORD","Chicago, IL","TUS","Tucson, AZ",
"ORD","Chicago, IL","MCI","Kansas City, MO",
"ORD","Chicago, IL","ICT","Wichita, KS",
"ORD","Chicago, IL","SDF","Louisville, KY",
"ORD","Chicago, IL","DCA","Washington, DC",
"ORD","Chicago, IL","CHS","Charleston, SC",
"ORD","Chicago, IL","RIC","Richmond, VA",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","GRR","Grand Rapids, MI",
"ORD","Chicago, IL","PWM","Portland, ME",
"ORD","Chicago, IL","COS","Colorado Springs, CO",
"ORD","Chicago, IL","LIT","Little Rock, AR",
"ORD","Chicago, IL","TPA","Tampa, FL",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","MYR","Myrtle Beach, SC",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","FLL","Fort Lauderdale, FL",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","TPA","Tampa, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","SAN","San Diego, CA",
"ORD","Chicago, IL","MYR","Myrtle Beach, SC",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","FLL","Fort Lauderdale, FL",
"ORD","Chicago, IL","RSW","Fort Myers, FL",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","TPA","Tampa, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","MYR","Myrtle Beach, SC",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","FLL","Fort Lauderdale, FL",
"ORD","Chicago, IL","RSW","Fort Myers, FL",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","JFK","New York, NY",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","ONT","Ontario, CA",
"ORD","Chicago, IL","TPA","Tampa, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","SAN","San Diego, CA",
"ORD","Chicago, IL","SEA","Seattle, WA",
"ORD","Chicago, IL","RNO","Reno, NV",
"ORD","Chicago, IL","PDX","Portland, OR",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","LGA","New York, NY",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","FLL","Fort Lauderdale, FL",
"ORD","Chicago, IL","BZN","Bozeman, MT",
"ORD","Chicago, IL","BOS","Boston, MA",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","SJU","San Juan, PR",
"ORD","Chicago, IL","SFO","San Francisco, CA",
"ORD","Chicago, IL","AUS","Austin, TX",
"ORD","Chicago, IL","FCA","Kalispell, MT",
"ORD","Chicago, IL","SNA","Santa Ana, CA",
"ORD","Chicago, IL","TUS","Tucson, AZ",
"ORD","Chicago, IL","DCA","Washington, DC",
"ORD","Chicago, IL","RSW","Fort Myers, FL",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","PSP","Palm Springs, CA",
"ORD","Chicago, IL","BWI","Baltimore, MD",
"ORD","Chicago, IL","RNO","Reno, NV",
"ORD","Chicago, IL","ABQ","Albuquerque, NM",
"ORD","Chicago, IL","JAC","Jackson, WY",
"ORD","Chicago, IL","RDU","Raleigh/Durham, NC",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","MSY","New Orleans, LA",
"ORD","Chicago, IL","PIT","Pittsburgh, PA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","BNA","Nashville, TN",
"ORD","Chicago, IL","LGA","New York, NY",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","BOS","Boston, MA",
"ORD","Chicago, IL","AUS","Austin, TX",
"ORD","Chicago, IL","TUS","Tucson, AZ",
"ORD","Chicago, IL","MCI","Kansas City, MO",
"ORD","Chicago, IL","DCA","Washington, DC",
"ORD","Chicago, IL","JFK","New York, NY",
"ORD","Chicago, IL","PBI","West Palm Beach/Palm Beach, FL",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","SAN","San Diego, CA",
"ORD","Chicago, IL","SEA","Seattle, WA",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","LAX","Los Angeles, CA",
"ORD","Chicago, IL","BOS","Boston, MA",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","DCA","Washington, DC",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","CLT","Charlotte, NC",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","LGA","New York, NY",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","BOS","Boston, MA",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","TUS","Tucson, AZ",
"ORD","Chicago, IL","MIA","Miami, FL",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","LAS","Las Vegas, NV",
"ORD","Chicago, IL","PHX","Phoenix, AZ",
"ORD","Chicago, IL","MCO","Orlando, FL",
"ORD","Chicago, IL","OAK","Oakland, CA",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","IND","Indianapolis, IN",
"ORD","Chicago, IL","AFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","EWR","Newark, NJ",
"ORD","Chicago, IL","GSO","Greensboro/High Point, NC",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","ANC","Anchorage, AK",
"ORD","Chicago, IL","BWI","Baltimore, MD",
"ORD","Chicago, IL","BUF","Buffalo, NY",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","FWA","Fort Wayne, IN",
"ORD","Chicago, IL","MLI","Moline, IL",
"ORD","Chicago, IL","PIA","Peoria, IL",
"ORD","Chicago, IL","TYS","Knoxville, TN",
"ORD","Chicago, IL","DAY","Dayton, OH",
"ORD","Chicago, IL","AVL","Asheville, NC",
"ORD","Chicago, IL","CRW","Charleston/Dunbar, WV",
"ORD","Chicago, IL","COU","Columbia, MO",
"ORD","Chicago, IL","FNT","Flint, MI",
"ORD","Chicago, IL","SPI","Springfield, IL",
"ORD","Chicago, IL","CHO","Charlottesville, VA",
"ORD","Chicago, IL","AVP","Scranton/Wilkes-Barre, PA",
"ORD","Chicago, IL","AZO","Kalamazoo, MI",
"ORD","Chicago, IL","SGF","Springfield, MO",
"ORD","Chicago, IL","CWA","Mosinee, WI",
"ORD","Chicago, IL","GRB","Green Bay, WI",
"ORD","Chicago, IL","ATW","Appleton, WI",
"ORD","Chicago, IL","DLH","Duluth, MN",
"ORD","Chicago, IL","MKE","Milwaukee, WI",
"ORD","Chicago, IL","SBN","South Bend, IN",
"ORD","Chicago, IL","SCE","State College, PA",
"ORD","Chicago, IL","IND","Indianapolis, IN",
"ORD","Chicago, IL","ROA","Roanoke, VA",
"ORD","Chicago, IL","LAN","Lansing, MI",
"ORD","Chicago, IL","LEX","Lexington, KY",
"ORD","Chicago, IL","CAE","Columbia, SC",
"ORD","Chicago, IL","EVV","Evansville, IN",
"ORD","Chicago, IL","SDF","Louisville, KY",
"ORD","Chicago, IL","HSV","Huntsville, AL",
"ORD","Chicago, IL","BTV","Burlington, VT",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","COS","Colorado Springs, CO",
"ORD","Chicago, IL","ERI","Erie, PA",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","ALB","Albany, NY",
"ORD","Chicago, IL","CVG","Cincinnati, OH",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","CHA","Chattanooga, TN",
"ORD","Chicago, IL","FWA","Fort Wayne, IN",
"ORD","Chicago, IL","BOI","Boise, ID",
"ORD","Chicago, IL","SAT","San Antonio, TX",
"ORD","Chicago, IL","IAH","Houston, TX",
"ORD","Chicago, IL","CMH","Columbus, OH",
"ORD","Chicago, IL","OMA","Omaha, NE",
"ORD","Chicago, IL","SLC","Salt Lake City, UT",
"ORD","Chicago, IL","ABE","Allentown/Bethlehem/Easton, PA",
"ORD","Chicago, IL","JAX","Jacksonville, FL",
"ORD","Chicago, IL","BWI","Baltimore, MD",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","FAR","Fargo, ND",
"ORD","Chicago, IL","MKE","Milwaukee, WI",
"ORD","Chicago, IL","ORF","Norfolk, VA",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","IND","Indianapolis, IN",
"ORD","Chicago, IL","BHM","Birmingham, AL",
"ORD","Chicago, IL","ROA","Roanoke, VA",
"ORD","Chicago, IL","PHL","Philadelphia, PA",
"ORD","Chicago, IL","PIT","Pittsburgh, PA",
"ORD","Chicago, IL","DFW","Dallas/Fort Worth, TX",
"ORD","Chicago, IL","BDL","Hartford, CT",
"ORD","Chicago, IL","BNA","Nashville, TN",
"ORD","Chicago, IL","LGA","New York, NY",
"ORD","Chicago, IL","ATL","Atlanta, GA",
"ORD","Chicago, IL","FCA","Kalispell, MT",
"ORD","Chicago, IL","SRQ","Sarasota/Bradenton, FL",
"ORD","Chicago, IL","TUS","Tucson, AZ",
"ORD","Chicago, IL","MCI","Kansas City, MO",
"ORD","Chicago, IL","XNA","Fayetteville, AR",
"ORD","Chicago, IL","SDF","Louisville, KY",
"ORD","Chicago, IL","BGR","Bangor, ME",
"ORD","Chicago, IL","CHS","Charleston, SC",
"ORD","Chicago, IL","RIC","Richmond, VA",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","FSD","Sioux Falls, SD",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","DSM","Des Moines, IA",
"ORD","Chicago, IL","GRR","Grand Rapids, MI",
"ORD","Chicago, IL","OKC","Oklahoma City, OK",
"ORD","Chicago, IL","PWM","Portland, ME",
"ORD","Chicago, IL","SAV","Savannah, GA",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","MSP","Minneapolis, MN",
"ORD","Chicago, IL","MKE","Milwaukee, WI",
"ORD","Chicago, IL","TVC","Traverse City, MI",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","FWA","Fort Wayne, IN",
"ORD","Chicago, IL","CMX","Hancock/Houghton, MI",
"ORD","Chicago, IL","LNK","Lincoln, NE",
"ORD","Chicago, IL","EAR","Kearney, NE",
"ORD","Chicago, IL","OMA","Omaha, NE",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","EAU","Eau Claire, WI",
"ORD","Chicago, IL","RST","Rochester, MN",
"ORD","Chicago, IL","SLN","Salina, KS",
"ORD","Chicago, IL","OGS","Ogdensburg, NY",
"ORD","Chicago, IL","SGF","Springfield, MO",
"ORD","Chicago, IL","FAR","Fargo, ND",
"ORD","Chicago, IL","MKE","Milwaukee, WI",
"ORD","Chicago, IL","SBN","South Bend, IN",
"ORD","Chicago, IL","MSN","Madison, WI",
"ORD","Chicago, IL","BHM","Birmingham, AL",
"ORD","Chicago, IL","IAD","Washington, DC",
"ORD","Chicago, IL","BDL","Hartford, CT",
"ORD","Chicago, IL","PAH","Paducah, KY",
"ORD","Chicago, IL","DEC","Decatur, IL",
"ORD","Chicago, IL","CGI","Cape Girardeau, MO",
"ORD","Chicago, IL","MKG","Muskegon, MI",
"ORD","Chicago, IL","LWB","Lewisburg, WV",
"ORD","Chicago, IL","SHD","Staunton, VA",
"ORD","Chicago, IL","ICT","Wichita, KS",
"ORD","Chicago, IL","CKB","Clarksburg/Fairmont, WV",
"ORD","Chicago, IL","ATY","Watertown, SD",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","DSM","Des Moines, IA",
"ORD","Chicago, IL","PBG","Plattsburgh, NY",
"ORD","Chicago, IL","COS","Colorado Springs, CO",
"ORD","Chicago, IL","CLE","Cleveland, OH",
"ORD","Chicago, IL","DTW","Detroit, MI",
"ORD","Chicago, IL","ALB","Albany, NY",
"ORD","Chicago, IL","STL","St. Louis, MO",
"ORD","Chicago, IL","FWA","Fort Wayne, IN",
"ORD","Chicago, IL","BOI","Boise, ID",
"ORD","Chicago, IL","RAP","Rapid City, SD",
"ORD","Chicago, IL","OMA","Omaha, NE",
"ORD","Chicago, IL","DEN","Denver, CO",
"ORD","Chicago, IL","SLC","Salt Lake City, UT",
"ORD","Chicago, IL","BWI","Baltimore, MD",
"ORD","Chicago, IL","CID","Cedar Rapids/Iowa City, IA",
"ORD","Chicago, IL","GRB","Green Bay, WI",
"ORD","Chicago, IL","MKE","Milwaukee, WI",
"ORD","Chicago, IL","MSN","Madison, WI",
"ORD","Chicago, IL","MYR","Myrtle Beach, SC",
"ORD","Chicago, IL","MEM","Memphis, TN",
"ORD","Chicago, IL","IND","Indianapolis, IN",
"ORD","Chicago, IL","BDL","Hartford, CT",
"ORD","Chicago, IL","BNA","Nashville, TN",
"ORD","Chicago, IL","TUL","Tulsa, OK",
"ORD","Chicago, IL","ASE","Aspen, CO",
"ORD","Chicago, IL","TUS","Tucson, AZ",
"ORD","Chicago, IL","CKB","Clarksburg/Fairmont, WV",
"ORD","Chicago, IL","SDF","Louisville, KY",
"ORD","Chicago, IL","BGR","Bangor, ME",
"ORD","Chicago, IL","BTV","Burlington, VT",
"ORD","Chicago, IL","MHT","Manchester, NH",
"ORD","Chicago, IL","RIC","Richmond, VA",
"ORD","Chicago, IL","ROC","Rochester, NY",
"ORD","Chicago, IL","DSM","Des Moines, IA",
"ORD","Chicago, IL","GRR","Grand Rapids, MI",
"ORD","Chicago, IL","OKC","Oklahoma City, OK",
"ORF","Norfolk, VA","DTW","Detroit, MI",
"ORF","Norfolk, VA","ATL","Atlanta, GA",
"ORF","Norfolk, VA","ATL","Atlanta, GA",
"ORF","Norfolk, VA","SAV","Savannah, GA",
"ORF","Norfolk, VA","EWR","Newark, NJ",
"ORF","Norfolk, VA","EWR","Newark, NJ",
"ORF","Norfolk, VA","PHL","Philadelphia, PA",
